CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,is_weekend,is_warm_season,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9
1.4,936.0,6.7,186.0,978.0,96.0,1365.0,776.0,22.1,43.5,1.1443,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,847.0,3.7,112.0,1153.0,70.0,1240.0,594.0,21.5,45.6,1.1528,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,812.0,3.2,79.0,1212.0,57.0,1215.0,518.0,21.1,44.5,1.098,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,804.0,2.4,188.0,1271.0,110.0,1189.0,496.0,20.4,47.1,1.1178,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,775.0,2.3,58.0,1319.0,42.0,1190.0,468.0,20.2,46.7,1.0899,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,835.0,3.6,122.0,1183.0,71.0,1257.0,621.0,20.1,47.8,1.1144,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,913.0,6.4,173.0,980.0,82.0,1371.0,757.0,20.0,50.7,1.1724,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,903.0,5.0,176.0,1035.0,81.0,1317.0,712.0,20.7,49.7,1.197,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6,982.0,7.9,233.0,892.0,89.0,1413.0,859.0,24.3,39.5,1.1842,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,925.0,6.6,210.0,949.0,83.0,1324.0,728.0,25.4,34.8,1.1119,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,895.0,5.2,178.0,1024.0,82.0,1274.0,640.0,26.6,30.7,1.0501,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,930.0,6.6,189.0,957.0,78.0,1319.0,680.0,27.7,28.1,1.0272,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6,953.0,7.6,210.0,926.0,79.0,1339.0,704.0,27.6,28.7,1.0406,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,885.0,5.0,162.0,1017.0,78.0,1268.0,619.0,27.6,29.2,1.0594,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,903.0,5.3,137.0,1010.0,73.0,1278.0,583.0,28.1,28.6,1.0715,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3,927.0,5.3,165.0,994.0,73.0,1267.0,594.0,29.1,26.8,1.0648,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,979.0,6.5,204.0,936.0,100.0,1338.0,700.0,28.4,28.3,1.0798,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1050.0,9.2,266.0,832.0,122.0,1447.0,912.0,26.6,32.1,1.102,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.4,1091.0,11.6,299.0,770.0,132.0,1512.0,1038.0,25.3,35.3,1.1262,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1040.0,9.2,234.0,827.0,116.0,1424.0,952.0,24.7,37.1,1.1397,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,997.0,7.5,181.0,885.0,109.0,1404.0,887.0,23.5,40.6,1.1588,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,1042.0,9.0,210.0,816.0,109.0,1456.0,1004.0,22.8,43.4,1.1915,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.5,1191.0,12.1,304.0,707.0,116.0,1563.0,1221.0,22.2,47.9,1.2626,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,1149.0,10.5,255.0,754.0,104.0,1534.0,1177.0,21.3,50.5,1.2652,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,973.0,7.1,149.0,850.0,81.0,1436.0,957.0,20.6,53.2,1.2742,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,940.0,6.2,112.0,891.0,64.0,1415.0,853.0,19.6,56.6,1.2797,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,949.0,7.8,188.0,854.0,110.0,1484.0,884.0,18.8,59.8,1.2847,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,830.0,3.8,90.0,1012.0,54.0,1339.0,736.0,18.8,59.5,1.2758,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,773.0,2.3,46.0,1169.0,35.0,1256.0,590.0,19.3,57.0,1.2603,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,811.0,2.9,76.0,1144.0,44.0,1289.0,655.0,18.2,60.8,1.2567,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,901.0,4.8,139.0,936.0,62.0,1351.0,854.0,16.8,66.8,1.2721,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3,969.0,7.7,179.0,863.0,68.0,1451.0,953.0,18.6,60.0,1.2757,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,1027.0,8.8,224.0,806.0,85.0,1465.0,1050.0,22.2,48.0,1.2678,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,1094.0,10.6,272.0,755.0,110.0,1536.0,1114.0,26.5,35.7,1.2149,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1,1083.0,10.2,251.0,784.0,115.0,1485.0,1049.0,30.0,28.5,1.1883,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,1098.0,11.0,250.0,754.0,129.0,1508.0,996.0,32.2,24.7,1.1696,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1059.0,11.9,178.0,761.0,106.0,1549.0,841.0,29.6,28.6,1.1628,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1021.0,10.8,137.0,771.0,87.0,1545.0,769.0,29.8,28.5,1.1809,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,925.0,5.1,119.0,987.0,70.0,1289.0,541.0,31.1,26.1,1.163,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.8,1045.0,8.3,193.0,878.0,106.0,1385.0,742.0,34.6,22.4,1.212,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.3,1303.0,20.7,329.0,631.0,151.0,1816.0,1196.0,33.2,25.4,1.2722,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.8,1254.0,16.8,413.0,668.0,179.0,1655.0,1338.0,30.0,31.4,1.3074,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.4,1345.0,20.4,489.0,587.0,188.0,1806.0,1416.0,27.5,38.1,1.3756,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.8,1273.0,15.3,470.0,645.0,187.0,1704.0,1341.0,26.2,42.5,1.423,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.9,1096.0,8.8,228.0,766.0,121.0,1506.0,1019.0,24.7,46.4,1.4206,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,1077.0,8.5,169.0,778.0,99.0,1509.0,935.0,23.6,50.0,1.4383,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.8,1084.0,8.7,189.0,751.0,100.0,1517.0,1081.0,22.7,53.6,1.4632,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,980.0,5.7,100.0,863.0,79.0,1407.0,903.0,22.7,53.8,1.4666,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,882.0,4.0,71.0,978.0,57.0,1343.0,731.0,22.8,53.0,1.4577,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,851.0,3.0,52.0,1051.0,43.0,1301.0,625.0,21.4,57.6,1.4469,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,819.0,2.2,188.0,1112.0,110.0,1281.0,613.0,19.9,62.3,1.4363,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,804.0,2.2,57.0,1122.0,50.0,1281.0,646.0,19.5,63.5,1.4269,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,823.0,2.7,69.0,1090.0,47.0,1304.0,671.0,20.2,60.8,1.4243,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,903.0,4.7,126.0,937.0,60.0,1373.0,801.0,19.4,63.5,1.4139,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.5,1310.0,21.7,376.0,573.0,91.0,2026.0,1353.0,18.7,65.6,1.4039,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.7,1479.0,27.5,654.5,494.0,159.0,2146.0,1749.0,23.5,49.7,1.4156,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.5,1285.0,18.1,481.0,599.0,173.0,1815.0,1582.0,26.4,41.9,1.4237,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.7,1262.0,18.6,425.0,597.0,174.0,1835.0,1484.0,29.9,34.0,1.4096,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.1,1225.0,17.6,330.0,643.0,165.0,1774.0,1321.0,31.5,30.8,1.4017,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,1162.0,16.3,303.0,676.0,136.0,1681.0,1125.0,30.2,30.2,1.2744,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.6,1103.0,11.8,283.0,757.0,125.0,1523.0,967.0,30.5,29.3,1.2612,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.4,1120.0,11.9,264.0,752.0,122.0,1563.0,975.0,31.8,27.4,1.2673,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.6,1169.0,15.5,280.0,708.0,124.0,1639.0,1025.0,34.3,23.2,1.2326,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.0,1386.0,27.799999999999997,505.0,560.0,184.0,1990.0,1469.0,34.1,23.0,1.2081,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.6,1426.0,27.799999999999997,566.0,521.0,200.0,2080.0,1648.0,30.5,29.2,1.2585,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5,1476.0,27.799999999999997,654.5,473.0,225.0,2167.0,1785.0,28.1,32.4,1.2173,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.1,1167.0,19.5,448.0,633.0,168.0,1685.0,1371.0,26.5,31.7,1.0787,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1,1032.0,11.7,231.0,761.0,118.0,1455.0,1071.0,24.8,33.7,1.0377,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1034.0,9.9,230.0,747.0,115.0,1437.0,1118.0,23.9,38.1,1.1123,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,986.0,7.7,146.0,835.0,94.0,1407.0,931.0,23.0,43.0,1.1897,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,908.0,4.4,77.0,966.0,62.0,1311.0,722.0,23.5,44.7,1.2755,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8,891.0,4.1,82.0,957.0,68.0,1295.0,773.0,22.3,47.7,1.2643,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6,843.0,3.1,55.0,1042.0,50.0,1271.0,665.0,22.1,49.8,1.3094,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,822.0,2.4,188.0,1094.0,110.0,1254.0,594.0,21.8,51.4,1.3272,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,814.0,2.1,42.0,1119.0,36.0,1246.0,565.0,20.8,55.9,1.3581,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6,869.0,3.3,102.0,1033.0,53.0,1307.0,688.0,18.8,63.0,1.3582,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.4,1013.0,8.1,231.0,804.0,79.0,1499.0,974.0,18.3,65.5,1.3686,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.6,1515.0,27.799999999999997,654.5,496.0,133.0,2288.0,1591.0,18.2,66.1,1.3679,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.3,1587.0,27.799999999999997,654.5,425.0,148.0,2324.625,1820.0,19.6,60.7,1.3713,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.3,1490.0,27.3,654.5,508.0,161.0,2115.0,1807.0,22.6,51.4,1.392,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4.4,1435.0,24.2,598.0,537.0,191.0,1991.0,1704.0,25.8,44.2,1.4512,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.1,1246.0,17.0,340.0,632.0,158.0,1792.0,1270.0,28.5,39.0,1.4928,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.3,1266.0,17.7,374.0,615.0,157.0,1768.0,1265.0,30.1,35.1,1.4782,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.8,1277.0,19.3,401.0,586.0,188.0,1846.0,1226.0,29.4,36.4,1.4718,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.3,1142.0,12.7,275.0,671.0,143.0,1635.0,987.0,29.2,37.9,1.5116,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.6,1207.0,14.6,278.0,645.0,152.0,1696.0,1024.0,30.5,34.9,1.5015,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.2,1252.0,17.8,342.0,618.0,168.0,1759.0,1127.0,31.5,31.4,1.431,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.0,1399.0,26.6,479.0,531.0,205.0,2072.0,1442.0,31.2,31.4,1.3987,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.6,1464.0,27.799999999999997,553.0,485.0,204.0,2158.0,1639.0,28.5,37.2,1.4282,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.4,1422.0,27.799999999999997,531.0,494.0,210.0,2087.0,1624.0,26.7,42.3,1.4618,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4.4,1308.0,20.0,428.0,567.0,173.0,1899.0,1454.0,24.8,49.0,1.5092,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.4,1137.0,11.9,229.0,680.0,123.0,1620.0,1138.0,23.6,53.6,1.5374,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.5,1040.0,8.1,145.0,782.0,92.0,1494.0,951.0,23.0,55.8,1.548,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.3,1018.0,7.7,112.0,809.0,77.0,1491.0,864.0,22.1,58.4,1.5393,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.1,962.0,5.9,99.0,866.0,74.0,1430.0,868.0,22.6,56.3,1.5233,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,930.0,5.1,98.0,916.0,74.0,1409.0,825.0,21.0,61.3,1.5031,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6,812.0,2.4,54.0,1133.0,47.0,1302.0,626.0,23.0,54.0,1.501,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,826.0,2.4,188.0,1111.0,110.0,1304.0,605.0,19.8,65.3,1.4894,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6,878.0,3.8,59.0,949.0,44.0,1373.0,822.0,18.3,70.8,1.4794,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8,922.0,5.0,162.0,892.0,69.0,1415.0,905.0,18.1,72.5,1.4876,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.5,1047.0,9.7,268.0,737.0,79.0,1606.0,1075.0,18.3,71.0,1.4807,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.1,1376.0,25.9,531.0,521.0,108.0,2123.0,1541.0,18.5,68.9,1.4565,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.5,1514.0,27.799999999999997,517.0,457.0,119.0,2324.625,1749.0,20.1,62.7,1.461,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.5,1494.0,27.799999999999997,654.5,479.0,165.0,2201.0,1798.0,23.5,52.0,1.4833,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.7,1316.0,20.0,510.0,562.0,172.0,1888.0,1584.0,26.8,42.7,1.4864,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.3,1269.0,18.3,415.0,597.0,180.0,1813.0,1441.0,29.1,36.7,1.4543,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.5,1152.0,13.4,243.0,674.0,130.0,1631.0,1093.0,30.8,32.0,1.4014,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.6,1138.0,14.0,267.0,657.0,120.0,1646.0,1019.0,27.9,37.0,1.372,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.2,1132.0,12.1,233.0,680.0,117.0,1609.0,944.0,28.5,37.3,1.4291,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.6,1186.0,15.3,295.0,640.0,141.0,1701.0,1046.0,30.2,32.9,1.3865,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.9,1228.0,16.1,309.0,657.0,151.0,1724.0,1089.0,32.9,27.7,1.3622,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.0,1424.0,27.3,506.0,523.0,218.0,2084.0,1537.0,32.2,28.8,1.3624,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.1,1427.0,26.2,479.0,507.0,213.0,2049.0,1566.0,28.8,39.0,1.5203,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.2,1387.0,26.7,460.0,508.0,194.0,2065.0,1510.0,26.7,43.3,1.4881,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.8,1284.0,18.3,363.0,582.0,167.0,1842.0,1300.0,24.6,54.0,1.6461,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.2,1110.0,11.9,213.0,688.0,115.0,1638.0,1058.0,23.4,59.9,1.6992,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.1,1110.0,11.5,183.0,702.0,98.0,1650.0,1002.0,22.5,62.6,1.6883,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.8,1077.0,9.6,163.0,749.0,93.0,1571.0,923.0,22.9,62.0,1.7127,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.6,1037.0,8.0,152.0,793.0,87.0,1539.0,836.0,22.2,64.9,1.719,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,1002.0,6.9,104.0,818.0,71.0,1513.0,779.0,21.4,68.5,1.7261,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,865.0,3.7,61.0,989.0,49.0,1385.0,678.0,22.2,63.0,1.6673,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,824.0,2.4,188.0,1131.0,110.0,1336.0,601.0,22.4,59.9,1.6069,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,847.0,2.5,84.0,1085.0,58.0,1339.0,670.0,22.9,57.5,1.5879,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,961.0,6.3,132.0,892.0,66.0,1491.0,837.0,21.3,63.2,1.5794,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.2,1336.0,21.6,422.0,540.0,112.0,2049.0,1400.0,21.3,63.5,1.5941,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.8,1251.0,18.8,282.0,582.0,104.0,1897.0,1393.0,23.7,54.4,1.5765,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7,1290.0,18.1,293.0,604.0,103.0,1853.0,1415.0,25.0,50.8,1.5903,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.4,1215.0,14.8,334.0,631.0,118.0,1766.0,1285.0,26.3,48.1,1.6199,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7,1248.0,15.9,324.0,608.0,129.0,1784.0,1230.0,26.4,47.3,1.6006,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.8,1233.0,16.1,294.0,610.0,127.0,1775.0,1147.0,29.3,39.5,1.5855,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.9,1229.0,17.2,273.0,599.0,130.0,1795.0,1107.0,29.0,39.6,1.5581,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.6,1206.0,15.8,275.0,618.0,130.0,1746.0,1068.0,29.8,38.0,1.5642,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.6,1215.0,15.1,282.0,608.0,118.0,1733.0,1115.0,30.4,37.2,1.588,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.2,1330.0,18.9,323.0,586.0,146.0,1860.0,1362.0,31.5,34.9,1.5903,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.6,1446.0,25.2,442.0,522.0,190.0,2075.0,1619.0,31.6,34.8,1.5925,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.9,1446.0,26.1,431.0,501.0,189.0,2059.0,1572.0,29.0,40.5,1.5949,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.7,1421.0,25.6,402.0,510.0,173.0,2056.0,1446.0,27.2,45.9,1.6302,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.3,1247.0,16.9,313.0,600.0,148.0,1785.0,1233.0,26.2,48.7,1.6256,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.3,1168.0,12.6,228.0,667.0,116.0,1646.0,1102.0,25.1,50.5,1.584,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1,1111.0,10.3,218.0,721.0,109.0,1559.0,1028.0,24.1,50.7,1.4959,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,1071.0,8.9,179.0,763.0,94.0,1504.0,942.0,22.5,53.7,1.4486,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,969.0,6.5,97.0,859.0,64.0,1437.0,773.0,22.7,53.7,1.458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,942.0,5.3,83.0,915.0,59.0,1419.0,737.0,21.5,57.9,1.4658,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,923.0,4.6,80.0,908.0,64.0,1394.0,815.0,22.3,55.8,1.4828,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,813.0,2.0,188.0,1176.0,110.0,1320.0,627.0,22.7,53.8,1.4673,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,851.0,2.5,66.0,1099.0,52.0,1351.0,642.0,21.1,59.9,1.4789,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,868.0,2.8,109.0,1093.0,55.0,1367.0,610.0,20.4,63.0,1.4946,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3,1062.0,8.4,232.0,792.0,83.0,1579.0,929.0,20.8,62.2,1.5119,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.5,1418.0,21.1,535.0,546.0,114.0,2017.0,1427.0,21.3,61.6,1.5452,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,1600.0,27.799999999999997,654.5,440.0,137.0,2324.625,1776.0,21.9,60.2,1.56,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.6,1583.0,27.799999999999997,654.5,461.0,160.0,2214.0,1788.0,23.0,56.4,1.5614,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.4,1338.0,20.3,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.2,1285.0,18.4,364.0,581.0,134.0,1866.0,1293.0,26.6,44.3,1.5229,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.7,1376.0,22.3,422.0,530.0,143.0,1998.0,1435.0,26.2,46.0,1.5422,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.6,1467.0,26.9,483.0,491.0,153.0,2114.0,1592.0,25.4,48.7,1.5594,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.2,1442.0,24.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.3,1358.0,19.3,403.0,563.0,123.0,1892.0,1429.0,25.7,47.8,1.5548,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
